["neural networks", 754.4627860270758]
["special architecture", 2.995732273553991]
["specific combination", 2.995732273553991]
["specific limitations", 2.995732273553991]
["speech training data", 2.995732273553991]
["standard constraints", 2.995732273553991]
["standard deep models", 2.995732273553991]
["state classification", 2.995732273553991]
["statistical analysis", 2.995732273553991]
["stereo training data", 2.995732273553991]
["stochastic decisions", 2.995732273553991]
["stochastic mechanism", 2.995732273553991]
["stochastic resonance", 2.995732273553991]
["strong factorization", 2.995732273553991]
["subsequent retrieval", 2.995732273553991]
["subspace projections", 2.995732273553991]
["sufficient resources", 2.995732273553991]
["supervised extension", 2.995732273553991]
["supervised lstm rnns", 2.995732273553991]
["supervision approach", 2.995732273553991]
["supervision transfer", 2.995732273553991]
["svms outperform svms", 2.995732273553991]
["symbolic information", 2.995732273553991]
["synthesized examples", 2.995732273553991]
["target distributions", 2.995732273553991]
["target domains share", 2.995732273553991]
["target output vector", 2.995732273553991]
["tdistributions model", 2.995732273553991]
["temporal abstraction", 2.995732273553991]
["temporal differences", 2.995732273553991]
["temporalspatial data", 2.995732273553991]
["text analysis module", 2.995732273553991]
["text vocabulary size", 2.995732273553991]
["theoretical insights", 2.995732273553991]
["theoretical research", 2.995732273553991]
["top nbest candidates", 2.995732273553991]
["top performing model", 2.995732273553991]
["top performing teams", 2.995732273553991]
["top response regions", 2.995732273553991]
["top5 test error rate", 2.995732273553991]
["toplevel autoencoder", 2.995732273553991]
["topranking documents", 2.995732273553991]
["torch implementation", 2.995732273553991]
["traditional approach", 2.995732273553991]
["traditional rl exist", 2.995732273553991]
["trainable parameters", 2.995732273553991]
["training deep models", 2.995732273553991]
["training observation", 2.995732273553991]
["transductive setting", 2.995732273553991]
["transfer performance", 2.995732273553991]
["transformation layer", 2.995732273553991]
["translated positions", 2.995732273553991]
["translated sentences", 2.995732273553991]
["trecvid competitions", 2.995732273553991]
["triplet architecture", 2.995732273553991]
["truncated hinge loss", 2.995732273553991]
["twentieth conference", 2.995732273553991]
["twodimensional space", 2.995732273553991]
["typical architecture", 2.995732273553991]
["typical computations", 2.995732273553991]
["typical image pixels", 2.995732273553991]
["ulbased autoencoders", 2.995732273553991]
["underfitting problem", 2.995732273553991]
["underlying mechanism", 2.995732273553991]
["underlying semantics", 2.995732273553991]
["understood data sets", 2.995732273553991]
["undiscounted rewards", 2.995732273553991]
["universal rl methods", 2.995732273553991]
["unlabeled paragraphs", 2.995732273553991]
["unlimited quantities", 2.995732273553991]
["unnecessary branches", 2.995732273553991]
["unnormalized version", 2.995732273553991]
["unpaired target data", 2.995732273553991]
["unsatisfactory model", 2.995732273553991]
["unseen image classes", 2.995732273553991]
["unseen relationships", 2.995732273553991]
["unsupervised learner", 2.995732273553991]
["unsupervised setting", 2.995732273553991]
["unsupervised updates", 2.995732273553991]
["valid generalization", 2.995732273553991]
["variational problems", 2.995732273553991]
["vector taylor series", 2.995732273553991]
["video classification", 2.995732273553991]
["video representation", 2.995732273553991]
["visible units biases", 2.995732273553991]
["visualizations point", 2.995732273553991]
["voxel classification", 2.995732273553991]
["wasserstein distance", 2.995732273553991]
["web document ranking", 2.995732273553991]
["web scale annotation", 2.995732273553991]
["weibull distribution", 2.995732273553991]
["weight perturbations", 2.995732273553991]
["weighted differences", 2.995732273553991]
["welldefined problems", 2.995732273553991]
["wide neural networks", 2.995732273553991]
["widelyused technique", 2.995732273553991]
["widespread attention", 2.995732273553991]
["wiley online library", 2.995732273553991]
["winning architecture", 2.995732273553991]
["word interpretations", 2.995732273553991]
["words representation", 2.995732273553991]
["working deep learner", 2.995732273553991]
["world model implicit", 2.995732273553991]
["y bengio engineering", 2.995732273553991]
["youtube face dataset", 2.995732273553991]
["128bit binary codes", 2.9444389791664403]
["250layer densenetbc", 2.9444389791664403]
["2way classification", 2.9444389791664403]
["8khz sampling rates", 2.9444389791664403]
["abovestated feature", 2.9444389791664403]
["acoustic processing", 2.9444389791664403]
["acquisiton function", 2.9444389791664403]
["acquistion function", 2.9444389791664403]
["action segmentation", 2.9444389791664403]
["active output units", 2.9444389791664403]
["adaptation behavior", 2.9444389791664403]
["adaptive approaches", 2.9444389791664403]
["adaptive generation", 2.9444389791664403]
["adaptive parameters", 2.9444389791664403]
["adaptive strategies", 2.9444389791664403]
["additional capacity", 2.9444389791664403]
["additional contests", 2.9444389791664403]
["additional machines", 2.9444389791664403]
["additional sparsity", 2.9444389791664403]
["advanced frameworks", 2.9444389791664403]
["adversarial process", 2.9444389791664403]
["al drew inspiration", 2.9444389791664403]
["algorithms overview", 2.9444389791664403]
["alternative machine", 2.9444389791664403]
["ample training data", 2.9444389791664403]
["amplitude variation", 2.9444389791664403]
["analiz izobrazhenii", 2.9444389791664403]
["anonymous variables", 2.9444389791664403]
["apparent complexity", 2.9444389791664403]
["appearance transfer", 2.9444389791664403]
["applied probability", 2.9444389791664403]
["approximate inverse", 2.9444389791664403]
["approximate samples", 2.9444389791664403]
["approximate version", 2.9444389791664403]
["apsipa transactions", 2.9444389791664403]
["arbitrary arguments", 2.9444389791664403]
["arbitrary functions", 2.9444389791664403]
["arbitrary sequences", 2.9444389791664403]
["arxiv14023511  csne", 2.9444389791664403]
["asexual alternative", 2.9444389791664403]
["asianpacific signal", 2.9444389791664403]
["asru2013 time frame", 2.9444389791664403]
["associative storage", 2.9444389791664403]
["attractive property", 2.9444389791664403]
["attribute vector ay", 2.9444389791664403]
["autoencoder variant", 2.9444389791664403]
["automated discovery", 2.9444389791664403]
["average improvement", 2.9444389791664403]
["b domain adaptation", 2.9444389791664403]
["background category", 2.9444389791664403]
["bagofwords features", 2.9444389791664403]
["baseline classifier", 2.9444389791664403]
["basic training loss", 2.9444389791664403]
["baumwelch algorithm", 2.9444389791664403]
["bayesian prediction", 2.9444389791664403]
["behavioral sciences", 2.9444389791664403]
["benchmark data sets", 2.9444389791664403]
["betweenset distance", 2.9444389791664403]
["bimodal counterpart", 2.9444389791664403]
["binary hidden units", 2.9444389791664403]
["bioinspired systems", 2.9444389791664403]
["biophysical journal", 2.9444389791664403]
["blind deconvolution", 2.9444389791664403]
["bottleneck features", 2.9444389791664403]
["c2010 dumitru erhan", 2.9444389791664403]
["canadian psychology", 2.9444389791664403]
["candidate documents", 2.9444389791664403]
["carnegiemellon univ", 2.9444389791664403]
["categorical choices", 2.9444389791664403]
["cd learn rate log u", 2.9444389791664403]
["chaitanya ekanadham", 2.9444389791664403]
["challenging problem", 2.9444389791664403]
["challenging setting", 2.9444389791664403]
["chemical industries", 2.9444389791664403]
["chickenandegg issue", 2.9444389791664403]
["china brain project", 2.9444389791664403]
["cifar10 classifiers", 2.9444389791664403]
["citations backwards", 2.9444389791664403]
["class label problem", 2.9444389791664403]
["classification cost", 2.9444389791664403]
["classification rate", 2.9444389791664403]
["classification rule", 2.9444389791664403]
["classifier training", 2.9444389791664403]
["classwise alignment", 2.9444389791664403]
["closedloop learning", 2.9444389791664403]
["closedness property", 2.9444389791664403]
["color statisticsavg", 2.9444389791664403]
["combination results", 2.9444389791664403]
["common architecture", 2.9444389791664403]
["common shared space", 2.9444389791664403]
["compare rbmbased rl", 2.9444389791664403]
["competition entries", 2.9444389791664403]
["complicated problem", 2.9444389791664403]
["comprehensive study", 2.9444389791664403]
["computational model", 2.9444389791664403]
["computational nodes", 2.9444389791664403]
["computational steps", 2.9444389791664403]
["computer visioneccv", 2.9444389791664403]
["computing resources", 2.9444389791664403]
["compvstalk graphics", 2.9444389791664403]
["conclusive response", 2.9444389791664403]
["confidence interval", 2.9444389791664403]
["confidence measures", 2.9444389791664403]
["conjugate gradients", 2.9444389791664403]
["connected component", 2.9444389791664403]
["considerable amount", 2.9444389791664403]
["constant derivative", 2.9444389791664403]
["constituent letters", 2.9444389791664403]
["continual structure", 2.9444389791664403]
["control experiments", 2.9444389791664403]
["conventional method", 2.9444389791664403]
["convolution kernels", 2.9444389791664403]
["convolution network", 2.9444389791664403]
["coordinator process", 2.9444389791664403]
["correlation filters", 2.9444389791664403]
["costly minimization", 2.9444389791664403]
["crossmodal learning", 2.9444389791664403]
["crossmodal transfer", 2.9444389791664403]
["crossstitch network", 2.9444389791664403]
["crucial limitations", 2.9444389791664403]
["cumulative learning", 2.9444389791664403]
["current test sample", 2.9444389791664403]
["d speech processing", 2.9444389791664403]
["data pruning method", 2.9444389791664403]
["data set consisting", 2.9444389791664403]
["dataagnostic method", 2.9444389791664403]
["dbn hyperparameters", 2.9444389791664403]
["dbndnn architecture", 2.9444389791664403]
["dbnlike pretraining", 2.9444389791664403]
["decision tree share", 2.9444389791664403]
["decoder contractive", 2.9444389791664403]
["decomposed matrix f", 2.9444389791664403]
["deconvolutional net", 2.9444389791664403]
["deep coding network", 2.9444389791664403]
["deep da methods aim", 2.9444389791664403]
["deep learning model", 2.9444389791664403]
["deep learning today", 2.9444389791664403]
["deep nonlinear nets", 2.9444389791664403]
["deep sketch feature", 2.9444389791664403]
["deep vision network", 2.9444389791664403]
["definitive guidance", 2.9444389791664403]
["denoising criterion", 2.9444389791664403]
["densenet variations", 2.9444389791664403]
