["deep learning", 1947.753816140493]
["rate decay strategies", 3.044522437723423]
["ratecoded lif neurons", 3.044522437723423]
["ratiocut partitioning", 3.044522437723423]
["raw acoustic features", 3.044522437723423]
["raw visual input data", 3.044522437723423]
["reactive environments", 3.044522437723423]
["real positive samples", 3.044522437723423]
["real world adaptation", 3.044522437723423]
["real world conditions", 3.044522437723423]
["realworld application", 3.044522437723423]
["reasonable assumption", 3.044522437723423]
["reasonable inferences", 3.044522437723423]
["recent demonstrations", 3.044522437723423]
["recent implementation", 3.044522437723423]
["recent kernel methods", 3.044522437723423]
["recent major advances", 3.044522437723423]
["recent mpcnn scanners", 3.044522437723423]
["recent neural methods", 3.044522437723423]
["recent review article", 3.044522437723423]
["recent rnn algorithms", 3.044522437723423]
["recent simplification", 3.044522437723423]
["recent sport fixtures", 3.044522437723423]
["receptive field sizes", 3.044522437723423]
["recommendation engine", 3.044522437723423]
["recommendation method", 3.044522437723423]
["reconstructed samples", 3.044522437723423]
["reconstructed version", 3.044522437723423]
["reconstruction loss l", 3.044522437723423]
["reconstruction nature", 3.044522437723423]
["reconstruction oerror", 3.044522437723423]
["rectified activations", 3.044522437723423]
["rectified linear unit", 3.044522437723423]
["recurrent neural nets", 3.044522437723423]
["redundant calculation", 3.044522437723423]
["redundant computation", 3.044522437723423]
["redundant featuremaps", 3.044522437723423]
["regenerative learning", 3.044522437723423]
["regularization scheme", 3.044522437723423]
["regularization term h", 3.044522437723423]
["regularization tricks", 3.044522437723423]
["regularized objective", 3.044522437723423]
["regulatory activities", 3.044522437723423]
["reidentifying persons", 3.044522437723423]
["reinforce update rule", 3.044522437723423]
["relate object classes", 3.044522437723423]
["related toxic effects", 3.044522437723423]
["relativeposition task", 3.044522437723423]
["relevance annotations", 3.044522437723423]
["relevance assessments", 3.044522437723423]
["relevance propagation", 3.044522437723423]
["relevant breakthrough", 3.044522437723423]
["reliable computations", 3.044522437723423]
["remaining predictions", 3.044522437723423]
["remarkable simplicity", 3.044522437723423]
["repeated applications", 3.044522437723423]
["replacement mechanism", 3.044522437723423]
["report cuedfinfengtr1", 3.044522437723423]
["represent information", 3.044522437723423]
["representation change", 3.044522437723423]
["representation chosen", 3.044522437723423]
["representation method", 3.044522437723423]
["representation spaces", 3.044522437723423]
["representation update", 3.044522437723423]
["representative method", 3.044522437723423]
["require decorrelation", 3.044522437723423]
["required calculations", 3.044522437723423]
["required expectations", 3.044522437723423]
["research developments", 3.044522437723423]
["research laboratories", 3.044522437723423]
["research propositions", 3.044522437723423]
["residual quantization", 3.044522437723423]
["respective parameters", 3.044522437723423]
["retinal abnormalities", 3.044522437723423]
["retinal blood vessels", 3.044522437723423]
["retrieval experiments", 3.044522437723423]
["rgb color information", 3.044522437723423]
["rich temporal signals", 3.044522437723423]
["rich text information", 3.044522437723423]
["richer audio features", 3.044522437723423]
["riemann zeta function", 3.044522437723423]
["rightbottom neighbors", 3.044522437723423]
["rnformation retrieval", 3.044522437723423]
["road scene segmenters", 3.044522437723423]
["robotic heart surgery", 3.044522437723423]
["robust cell detection", 3.044522437723423]
["robust cost functions", 3.044522437723423]
["robust knn classifier", 3.044522437723423]
["robust loss functions", 3.044522437723423]
["robust ranking models", 3.044522437723423]
["rotatedflipped images", 3.044522437723423]
["rotational invariance", 3.044522437723423]
["samira ebrahimi kahou", 3.044522437723423]
["sampled architectures", 3.044522437723423]
["sampled audio windows", 3.044522437723423]
["samplingbased methods", 3.044522437723423]
["sandblaster framework", 3.044522437723423]
["saturation function f", 3.044522437723423]
["scalar transformation", 3.044522437723423]
["scalarvector products", 3.044522437723423]
["scale parametrization", 3.044522437723423]
["scene flow estimation", 3.044522437723423]
["schmidhuber j offline", 3.044522437723423]
["scientific motivation", 3.044522437723423]
["scribblebased methods", 3.044522437723423]
["search engine ranking", 3.044522437723423]
["search space comprise", 3.044522437723423]
["searchedfor documents", 3.044522437723423]
["segmentation mistakes", 3.044522437723423]
["segmentation overlaps", 3.044522437723423]
["segmentation problems", 3.044522437723423]
["segmentation training", 3.044522437723423]
["segmentationaware dpm", 3.044522437723423]
["select input features", 3.044522437723423]
["select source samples", 3.044522437723423]
["selfsupervised method", 3.044522437723423]
["selftransfer learning", 3.044522437723423]
["semantic alternatives", 3.044522437723423]
["semantic auto encoder", 3.044522437723423]
["semantic class labels", 3.044522437723423]
["semantic colorization", 3.044522437723423]
["semantic object parts", 3.044522437723423]
["semantic regularities", 3.044522437723423]
["semantic similarities", 3.044522437723423]
["semantic technologies", 3.044522437723423]
["semisupervised kernel", 3.044522437723423]
["semisupervised method", 3.044522437723423]
["sensorimotor learning", 3.044522437723423]
["sentimental education", 3.044522437723423]
["separate filter paths", 3.044522437723423]
["separating structures", 3.044522437723423]
["sequence transduction", 3.044522437723423]
["sequential algorithms", 3.044522437723423]
["sequential mnist task", 3.044522437723423]
["sgd training schedule", 3.044522437723423]
["shallow nnlike models", 3.044522437723423]
["shallowstructured hmm", 3.044522437723423]
["shared memory table m", 3.044522437723423]
["shiftandstitch method", 3.044522437723423]
["siamese architectures", 3.044522437723423]
["sigmoidal activations", 3.044522437723423]
["signifcant diferences", 3.044522437723423]
["significance analysis", 3.044522437723423]
["significant challenge", 3.044522437723423]
["significant distances", 3.044522437723423]
["significant reduction", 3.044522437723423]
["similar breakthroughs", 3.044522437723423]
["similar functionality", 3.044522437723423]
["similar neighborhoods", 3.044522437723423]
["similar source domain", 3.044522437723423]
["similar substructures", 3.044522437723423]
["similar word matching", 3.044522437723423]
["simple bm25 extension", 3.044522437723423]
["simple cortical cells", 3.044522437723423]
["simple image features", 3.044522437723423]
["simple pasting scheme", 3.044522437723423]
["simple quadratic form", 3.044522437723423]
["simple representation", 3.044522437723423]
["simple search methods", 3.044522437723423]
["simpler approximation", 3.044522437723423]
["simplified derivation", 3.044522437723423]
["simultaneous increase", 3.044522437723423]
["simultaneous updating", 3.044522437723423]
["single binning scheme", 3.044522437723423]
["single board location", 3.044522437723423]
["single central server", 3.044522437723423]
["single finite episode", 3.044522437723423]
["single input vector x", 3.044522437723423]
["single integral image", 3.044522437723423]
["single linear layer η", 3.044522437723423]
["single model instance", 3.044522437723423]
["single protein target", 3.044522437723423]
["single query sentence", 3.044522437723423]
["single representation", 3.044522437723423]
["single semantic space", 3.044522437723423]
["single source feature", 3.044522437723423]
["single spike suffices", 3.044522437723423]
["single spiking neuron", 3.044522437723423]
["single step backwards", 3.044522437723423]
["singlemodality domain", 3.044522437723423]
["singleword alignments", 3.044522437723423]
["singleword embeddings", 3.044522437723423]
["skewed classification", 3.044522437723423]
["skip connection layer", 3.044522437723423]
["skiplayer connections", 3.044522437723423]
["sliding window manner", 3.044522437723423]
["slidingwindow methods", 3.044522437723423]
["small data robustness", 3.044522437723423]
["small neural networks", 3.044522437723423]
["small output capacity", 3.044522437723423]
["small positive effect", 3.044522437723423]
["small spatial support", 3.044522437723423]
["smaller architectures", 3.044522437723423]
["smaller hidden layers", 3.044522437723423]
["smaller image regions", 3.044522437723423]
["smaller learning rate", 3.044522437723423]
["smart leak monitoring", 3.044522437723423]
["smooth approximations", 3.044522437723423]
["socalled resnetblocks", 3.044522437723423]
["social regularization", 3.044522437723423]
["social representation", 3.044522437723423]
["soft prediction layer", 3.044522437723423]
["soft tissue densities", 3.044522437723423]
["softmax loss function", 3.044522437723423]
["softmax probabilities", 3.044522437723423]
["software technologies", 3.044522437723423]
["solvation free energy", 3.044522437723423]
["sophisticated methods", 3.044522437723423]
["sophisticated notions", 3.044522437723423]
["sophisticated schemes", 3.044522437723423]
["source domain samples", 3.044522437723423]
["source text documents", 3.044522437723423]
["sparse code formation", 3.044522437723423]
["sparse code shrinkage", 3.044522437723423]
["sparse coding schemes", 3.044522437723423]
["sparse feature spaces", 3.044522437723423]
["sparse input features", 3.044522437723423]
["sparse patch matching", 3.044522437723423]
["sparse regularization", 3.044522437723423]
["sparse training space", 3.044522437723423]
["spatial concentration", 3.044522437723423]
["spatial relationships", 3.044522437723423]
["spatialtemporal order", 3.044522437723423]
["spatiotemporal cuboid", 3.044522437723423]
["spe2 cific data types", 3.044522437723423]
["special coding scheme", 3.044522437723423]
["specialized solutions", 3.044522437723423]
["specific applications", 3.044522437723423]
["specific architecture", 3.044522437723423]
["specific bird classes", 3.044522437723423]
["specific dropout rate", 3.044522437723423]
["specific significance", 3.044522437723423]
["specific substructure", 3.044522437723423]
["specific technologies", 3.044522437723423]
["specific vector space", 3.044522437723423]
["speech analysis tasks", 3.044522437723423]
["spiking network model", 3.044522437723423]
["spiking neuron models", 3.044522437723423]
["sqe kernel re2ikpamir", 3.044522437723423]
["stable implementation", 3.044522437723423]
["stable representation", 3.044522437723423]
["stacked auto encoders", 3.044522437723423]
["stackgan architecture", 3.044522437723423]
["staggering difference", 3.044522437723423]
["standard cpu versions", 3.044522437723423]
