["deep learning", 2494.1352311450464]
["similar text documents", 3.091042453358316]
["similar transfer ratio", 3.091042453358316]
["similar word matchings", 3.091042453358316]
["similarity constraints", 3.091042453358316]
["similarity measure sim", 3.091042453358316]
["similaritybased method", 3.091042453358316]
["simple artificial task", 3.091042453358316]
["simple building blocks", 3.091042453358316]
["simple cache simulator", 3.091042453358316]
["simple causal relation", 3.091042453358316]
["simple frame alignment", 3.091042453358316]
["simple implementations", 3.091042453358316]
["simple instance downup", 3.091042453358316]
["simple parametrization", 3.091042453358316]
["simple part structures", 3.091042453358316]
["simple stochastic rule", 3.091042453358316]
["simple visual features", 3.091042453358316]
["simplical partitioning", 3.091042453358316]
["simplifying assumption", 3.091042453358316]
["single hidden layerbut", 3.091042453358316]
["single input dimension", 3.091042453358316]
["single linear operator", 3.091042453358316]
["single regression tree", 3.091042453358316]
["single relevance score", 3.091042453358316]
["single relevant entity", 3.091042453358316]
["single scope reference", 3.091042453358316]
["single skip connection", 3.091042453358316]
["single slowest machine", 3.091042453358316]
["single small rectangle", 3.091042453358316]
["single supervised task", 3.091042453358316]
["single training sample", 3.091042453358316]
["single view cotraining", 3.091042453358316]
["single window filter c", 3.091042453358316]
["singleentropy approach", 3.091042453358316]
["singlesided saturation", 3.091042453358316]
["sjþ ¼ ðsi  sjþðsi  sjþ", 3.091042453358316]
["skill characterization", 3.091042453358316]
["skipgram filteringthat", 3.091042453358316]
["skiplayer architecture", 3.091042453358316]
["slidingwindow paradigm", 3.091042453358316]
["small branching factor", 3.091042453358316]
["small hamming radius r", 3.091042453358316]
["small medical data set", 3.091042453358316]
["small memory footprint", 3.091042453358316]
["small receptive fields", 3.091042453358316]
["small sample text data", 3.091042453358316]
["small training dataset", 3.091042453358316]
["smalldimensional space", 3.091042453358316]
["smaller gradient noise", 3.091042453358316]
["smaller relative crops", 3.091042453358316]
["smart city application", 3.091042453358316]
["smart iot applications", 3.091042453358316]
["smart retrieval system", 3.091042453358316]
["smart water management", 3.091042453358316]
["smbo algorithms differ", 3.091042453358316]
["smooth real function f", 3.091042453358316]
["smooth total variation", 3.091042453358316]
["smoothness constraints", 3.091042453358316]
["smoothness parameter ν", 3.091042453358316]
["sociohistorical corpus", 3.091042453358316]
["softmax output vectors", 3.091042453358316]
["softmax output weights", 3.091042453358316]
["softmax transformation", 3.091042453358316]
["software optimizations", 3.091042453358316]
["solid circles elements", 3.091042453358316]
["solver ibm ilog cplex1", 3.091042453358316]
["sophisticated features", 3.091042453358316]
["source domain features", 3.091042453358316]
["source prototype pairs", 3.091042453358316]
["source representations", 3.091042453358316]
["sourceauxiliary domain", 3.091042453358316]
["span prediction method", 3.091042453358316]
["sparse access patterns", 3.091042453358316]
["sparse random matrix w", 3.091042453358316]
["sparse signal recovery", 3.091042453358316]
["sparse spectral method", 3.091042453358316]
["sparse temporal coding", 3.091042453358316]
["sparse weight matrices", 3.091042453358316]
["sparse word embeddings", 3.091042453358316]
["sparseness constraints", 3.091042453358316]
["sparser representation", 3.091042453358316]
["spatial correspondence", 3.091042453358316]
["spatial pyramid kernel", 3.091042453358316]
["spatial representation", 3.091042453358316]
["speaker classification", 3.091042453358316]
["special language trees", 3.091042453358316]
["special loss functions", 3.091042453358316]
["special postprocessing", 3.091042453358316]
["specialized cnn refers", 3.091042453358316]
["specific class differs", 3.091042453358316]
["specific customization", 3.091042453358316]
["specific image regions", 3.091042453358316]
["specific input pattern", 3.091042453358316]
["specific tasksdatasets", 3.091042453358316]
["speech sound waveforms", 3.091042453358316]
["splitbrain autoencoder", 3.091042453358316]
["sports1m video dataset", 3.091042453358316]
["springerverlaga survey", 3.091042453358316]
["squared loss objective", 3.091042453358316]
["stable error estimates", 3.091042453358316]
["stable signal recovery", 3.091042453358316]
["stacked deep structure", 3.091042453358316]
["stagewise optimization", 3.091042453358316]
["standard architectures", 3.091042453358316]
["standard batch setting", 3.091042453358316]
["standard compatibility", 3.091042453358316]
["standard deep networks", 3.091042453358316]
["standard deviation ˆσd", 3.091042453358316]
["standard feature space", 3.091042453358316]
["standard fourier basis", 3.091042453358316]
["standard gan framework", 3.091042453358316]
["standard gan objective", 3.091042453358316]
["standard image corpora", 3.091042453358316]
["standard loss function", 3.091042453358316]
["standard mdmc approach", 3.091042453358316]
["standard mmd criterion", 3.091042453358316]
["standard mnist dataset", 3.091042453358316]
["standard sgd algorithm", 3.091042453358316]
["state space correspond", 3.091042453358316]
["stateoftheart learning", 3.091042453358316]
["stateoftheart networks", 3.091042453358316]
["statevalue function vπ", 3.091042453358316]
["statistical dependence", 3.091042453358316]
["statistical dependency", 3.091042453358316]
["statistical limitation", 3.091042453358316]
["statistician david cox", 3.091042453358316]
["stdplike learning rule", 3.091042453358316]
["stochastic computation", 3.091042453358316]
["stochastic spike train", 3.091042453358316]
["straightforward choice", 3.091042453358316]
["straightforward recipe", 3.091042453358316]
["strong anonymity scale", 3.091042453358316]
["strong baseline models", 3.091042453358316]
["strong kmeans baseline", 3.091042453358316]
["strong negative biases", 3.091042453358316]
["structural compression", 3.091042453358316]
["structural consistency", 3.091042453358316]
["structure preservation", 3.091042453358316]
["structure segmentation", 3.091042453358316]
["structured inputoutput", 3.091042453358316]
["student linear network", 3.091042453358316]
["subhashini venugopalan", 3.091042453358316]
["subject datasets mnist", 3.091042453358316]
["subsequent development", 3.091042453358316]
["subsequent perceptions", 3.091042453358316]
["subsequent predictions", 3.091042453358316]
["subsequent subsections", 3.091042453358316]
["subspace decomposition", 3.091042453358316]
["subspace interpolation", 3.091042453358316]
["substantial complexity", 3.091042453358316]
["substantial proportion", 3.091042453358316]
["substantial reductions", 3.091042453358316]
["subtractive operations", 3.091042453358316]
["successful metalearner", 3.091042453358316]
["successful methodology", 3.091042453358316]
["successful recent work", 3.091042453358316]
["successive projections", 3.091042453358316]
["successive time frames", 3.091042453358316]
["succursale centreville", 3.091042453358316]
["sufficient performance", 3.091042453358316]
["suggested architecture", 3.091042453358316]
["suitable architectures", 3.091042453358316]
["super mario bros level", 3.091042453358316]
["superpixels straddling", 3.091042453358316]
["supervised nn training", 3.091042453358316]
["supervised svm results", 3.091042453358316]
["supervisedlike setting", 3.091042453358316]
["supervision propagates", 3.091042453358316]
["supplemental materials", 3.091042453358316]
["supplied training data", 3.091042453358316]
["supportvector machines", 3.091042453358316]
["surface reconstruction", 3.091042453358316]
["swami sankaranarayanan", 3.091042453358316]
["system sciences series", 3.091042453358316]
["target cluster numbers", 3.091042453358316]
["target domain examples", 3.091042453358316]
["target domain features", 3.091042453358316]
["target domains consist", 3.091042453358316]
["target function values", 3.091042453358316]
["target instance models", 3.091042453358316]
["target output sentence", 3.091042453358316]
["target testing classes", 3.091042453358316]
["targetzeroshot classes", 3.091042453358316]
["taskspecific weighting", 3.091042453358316]
["tasting cookie subject", 3.091042453358316]
["te activation function", 3.091042453358316]
["te hinge loss function", 3.091042453358316]
["teacher network output", 3.091042453358316]
["technical report ir402", 3.091042453358316]
["technical report pb432", 3.091042453358316]
["temperature adjustment", 3.091042453358316]
["ten hardest categories", 3.091042453358316]
["tensor processing unit", 3.091042453358316]
["tensorboard visualizer", 3.091042453358316]
["tensorflow large scale", 3.091042453358316]
["term frequency vectors", 3.091042453358316]
["term global importance", 3.091042453358316]
["termterm relationships", 3.091042453358316]
["test accuracy converge", 3.091042453358316]
["test image scene class", 3.091042453358316]
["test time search space", 3.091042453358316]
["text mining techniques", 3.091042453358316]
["text retrieval methods", 3.091042453358316]
["textual representation", 3.091042453358316]
["theoretical derivation", 3.091042453358316]
["theoretical ib problem", 3.091042453358316]
["theoretical importance", 3.091042453358316]
["thing worth mentioning", 3.091042453358316]
["threedimensional graph", 3.091042453358316]
["threedimensional space", 3.091042453358316]
["thresholding operation", 3.091042453358316]
["ti2 ti1 ti2 ti1 ti  ti", 3.091042453358316]
["time series processing", 3.091042453358316]
["timefrequency matrices", 3.091042453358316]
["timelag mutliplication", 3.091042453358316]
["times fewer parameters", 3.091042453358316]
["tissue characteristics", 3.091042453358316]
["top base network layer", 3.091042453358316]
["top performing backoff", 3.091042453358316]
["top performing entries", 3.091042453358316]
["top performing methods", 3.091042453358316]
["top performing systems", 3.091042453358316]
["top scoring approaches", 3.091042453358316]
["top softmax prediction", 3.091042453358316]
["topdown attack variant", 3.091042453358316]
["topical hits authority", 3.091042453358316]
["topk ranked dimensions", 3.091042453358316]
["topology specification", 3.091042453358316]
["topologydependent ways", 3.091042453358316]
["total computation time", 3.091042453358316]
["total query complexity", 3.091042453358316]
["tox21 challenge result", 3.091042453358316]
